Postcode,ACPR_code,ACPR_name,State,Strategy,"Service Offering
(26.09.2024)",# FGF Members,"# BFHs
(Employee Helpers)
within 30km","BFH 
Welcome Visit","NDIS 
Service Areas",F2F Signups,Local Care Management
2864,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2865,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2866,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2866,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2867,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2867,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2868,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2868,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2869,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2869,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2870,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2871,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2873,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2873,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2874,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2875,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2876,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2877,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2877,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2878,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2878,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2879,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2880,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2898,113,South East Sydney,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2899,113,South East Sydney,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2900,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
2902,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
2903,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
2904,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
2905,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
2906,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
2911,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
2912,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
2913,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
2914,801,ACT,ACT,Do Not Service,RED,0,0,NO,NO,NO,NO
3000,209,Western Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3002,209,Western Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3003,209,Western Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3004,208,Southern Metro,VIC,VILLAGE,GREEN,1,2,YES,YES,YES,YES
3004,209,Western Metro,VIC,COMMUNITY,GREEN,1,2,YES,YES,YES,YES
3005,209,Western Metro,VIC,COMMUNITY,ORANGE,0,1,YES,NO,NO,NO
3006,208,Southern Metro,VIC,VILLAGE,GREEN,1,1,YES,YES,YES,YES
3006,209,Western Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3008,209,Western Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3010,209,Western Metro,VIC,COMMUNITY,ORANGE,0,1,YES,NO,NO,NO
3011,209,Western Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3012,209,Western Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3013,209,Western Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3015,209,Western Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3016,209,Western Metro,VIC,COMMUNITY,GREEN,4,1,YES,YES,YES,YES
3018,209,Western Metro,VIC,COMMUNITY,GREEN,7,1,YES,YES,YES,YES
3019,209,Western Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3020,209,Western Metro,VIC,COMMUNITY,GREEN,7,1,YES,YES,YES,YES
3021,209,Western Metro,VIC,COMMUNITY,GREEN,9,0,YES,YES,YES,YES
3022,209,Western Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3023,209,Western Metro,VIC,COMMUNITY,GREEN,5,0,YES,YES,YES,NO
3024,209,Western Metro,VIC,COMMUNITY,ORANGE,2,0,NO,YES,YES,NO
3025,209,Western Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3026,209,Western Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3027,209,Western Metro,VIC,COMMUNITY,GREEN,0,0,YES,YES,YES,NO
3028,209,Western Metro,VIC,COMMUNITY,GREEN,3,1,YES,YES,YES,NO
3029,209,Western Metro,VIC,COMMUNITY,GREEN,16,0,YES,YES,YES,NO
3030,209,Western Metro,VIC,COMMUNITY,ORANGE,10,0,NO,YES,YES,NO
3031,209,Western Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3032,209,Western Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3033,209,Western Metro,VIC,COMMUNITY,GREEN,6,1,YES,YES,YES,YES
3034,209,Western Metro,VIC,COMMUNITY,GREEN,3,1,YES,YES,YES,YES
3036,207,Northern Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3036,209,Western Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3037,209,Western Metro,VIC,COMMUNITY,GREEN,3,0,YES,YES,YES,NO
3038,209,Western Metro,VIC,COMMUNITY,GREEN,13,1,YES,YES,YES,NO
3039,209,Western Metro,VIC,COMMUNITY,GREEN,4,1,YES,YES,YES,YES
3040,209,Western Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3041,209,Western Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3042,209,Western Metro,VIC,COMMUNITY,GREEN,5,1,YES,YES,YES,YES
3043,207,Northern Metro,VIC,COMMUNITY,GREEN,10,1,YES,YES,YES,YES
3043,209,Western Metro,VIC,COMMUNITY,GREEN,10,1,YES,YES,YES,YES
3044,207,Northern Metro,VIC,COMMUNITY,GREEN,5,1,YES,YES,YES,YES
3045,207,Northern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3046,207,Northern Metro,VIC,COMMUNITY,GREEN,6,1,YES,YES,YES,YES
3047,207,Northern Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3048,207,Northern Metro,VIC,COMMUNITY,GREEN,3,1,YES,YES,YES,YES
3049,207,Northern Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3050,209,Western Metro,VIC,COMMUNITY,ORANGE,0,1,YES,NO,NO,NO
3051,209,Western Metro,VIC,COMMUNITY,GREEN,2,3,YES,YES,YES,YES
3052,209,Western Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3053,209,Western Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3054,207,Northern Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3055,207,Northern Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3056,207,Northern Metro,VIC,COMMUNITY,GREEN,6,1,YES,YES,YES,YES
3057,207,Northern Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3058,207,Northern Metro,VIC,COMMUNITY,GREEN,4,1,YES,YES,YES,YES
3059,207,Northern Metro,VIC,COMMUNITY,ORANGE,1,1,YES,YES,YES,NO
3060,207,Northern Metro,VIC,COMMUNITY,GREEN,8,1,YES,YES,YES,YES
3061,207,Northern Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3063,207,Northern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3064,207,Northern Metro,VIC,COMMUNITY,GREEN,6,1,YES,YES,YES,NO
3065,207,Northern Metro,VIC,COMMUNITY,GREEN,8,1,YES,YES,YES,YES
3066,207,Northern Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3067,207,Northern Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3068,207,Northern Metro,VIC,COMMUNITY,GREEN,12,1,YES,YES,YES,YES
3070,207,Northern Metro,VIC,COMMUNITY,GREEN,6,1,YES,YES,YES,YES
3071,207,Northern Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3072,207,Northern Metro,VIC,COMMUNITY,GREEN,9,1,YES,YES,YES,YES
3073,207,Northern Metro,VIC,COMMUNITY,GREEN,21,1,YES,YES,YES,YES
3074,207,Northern Metro,VIC,COMMUNITY,GREEN,5,1,YES,YES,YES,YES
3075,207,Northern Metro,VIC,COMMUNITY,GREEN,10,1,YES,YES,YES,YES
3076,207,Northern Metro,VIC,COMMUNITY,GREEN,18,1,YES,YES,YES,YES
3078,207,Northern Metro,VIC,COMMUNITY,GREEN,1,1,YES,YES,YES,YES
3079,207,Northern Metro,VIC,COMMUNITY,GREEN,2,1,YES,YES,YES,YES
3081,207,Northern Metro,VIC,COMMUNITY,GREEN,3,1,YES,YES,YES,YES
3082,207,Northern Metro,VIC,COMMUNITY,GREEN,4,1,YES,YES,YES,YES
3083,207,Northern Metro,VIC,COMMUNITY,GREEN,19,1,YES,YES,YES,YES
3084,207,Northern Metro,VIC,COMMUNITY,GREEN,6,1,YES,YES,YES,YES
3085,207,Northern Metro,VIC,COMMUNITY,GREEN,5,1,YES,YES,YES,YES
3086,207,Northern Metro,VIC,COMMUNITY,ORANGE,0,1,YES,NO,NO,NO
3087,207,Northern Metro,VIC,COMMUNITY,GREEN,5,1,YES,YES,YES,YES
3088,207,Northern Metro,VIC,COMMUNITY,GREEN,4,1,YES,YES,YES,YES
3089,207,Northern Metro,VIC,Do Not Service,RED,1,1,NO,NO,NO,NO
3090,207,Northern Metro,VIC,Do Not Service,RED,0,1,NO,NO,NO,NO
3091,207,Northern Metro,VIC,Do Not Service,RED,0,1,NO,NO,NO,NO
3093,207,Northern Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3094,207,Northern Metro,VIC,COMMUNITY,GREEN,0,1,YES,YES,YES,YES
3095,207,Northern Metro,VIC,Do Not Service,RED,0,1,NO,NO,NO,NO
3096,207,Northern Metro,VIC,Do Not Service,RED,0,1,NO,NO,NO,NO
3097,207,Northern Metro,VIC,Do Not Service,RED,0,1,NO,NO,NO,NO
3099,207,Northern Metro,VIC,Do Not Service,RED,0,1,NO,NO,NO,NO
3101,202,Eastern Metro,VIC,VILLAGE,GREEN,3,1,YES,YES,YES,YES
3102,202,Eastern Metro,VIC,VILLAGE,GREEN,0,1,YES,YES,YES,YES
3103,202,Eastern Metro,VIC,VILLAGE,GREEN,2,2,YES,YES,YES,YES
3104,202,Eastern Metro,VIC,VILLAGE,GREEN,3,1,YES,YES,YES,YES
3105,202,Eastern Metro,VIC,VILLAGE,GREEN,5,1,YES,YES,YES,YES
3106,202,Eastern Metro,VIC,VILLAGE,GREEN,24,1,YES,YES,YES,YES
3107,202,Eastern Metro,VIC,VILLAGE,GREEN,4,1,YES,YES,YES,YES
3108,202,Eastern Metro,VIC,VILLAGE,GREEN,3,1,YES,YES,YES,YES
3109,202,Eastern Metro,VIC,VILLAGE,GREEN,10,2,YES,YES,YES,YES
3111,202,Eastern Metro,VIC,VILLAGE,GREEN,31,0,YES,YES,YES,YES
3113,202,Eastern Metro,VIC,VILLAGE,ORANGE,3,1,YES,YES,YES,YES
3113,207,Northern Metro,VIC,COMMUNITY,ORANGE,3,1,YES,YES,YES,YES
3114,202,Eastern Metro,VIC,VILLAGE,GREEN,1,1,YES,YES,YES,YES
3115,202,Eastern Metro,VIC,Do Not Service,RED,0,1,NO,NO,NO,NO
3116,202,Eastern Metro,VIC,Do Not Service,RED,1,1,NO,NO,NO,NO
3121,207,Northern Metro,VIC,COMMUNITY,GREEN,1,2,YES,YES,YES,YES
3122,202,Eastern Metro,VIC,VILLAGE,GREEN,2,2,YES,YES,YES,YES
3123,202,Eastern Metro,VIC,VILLAGE,GREEN,1,2,YES,YES,YES,YES
3124,202,Eastern Metro,VIC,VILLAGE,GREEN,4,2,YES,YES,YES,YES
3125,202,Eastern Metro,VIC,VILLAGE,GREEN,8,3,YES,YES,YES,YES
3126,202,Eastern Metro,VIC,VILLAGE,GREEN,1,2,YES,YES,YES,YES
3127,202,Eastern Metro,VIC,VILLAGE,GREEN,7,2,YES,YES,YES,YES
3128,202,Eastern Metro,VIC,VILLAGE,GREEN,4,2,YES,YES,YES,YES
3129,202,Eastern Metro,VIC,VILLAGE,GREEN,3,1,YES,YES,YES,YES
3130,202,Eastern Metro,VIC,VILLAGE,GREEN,8,3,YES,YES,YES,YES
3131,202,Eastern Metro,VIC,VILLAGE,GREEN,5,3,YES,YES,YES,YES
3132,202,Eastern Metro,VIC,VILLAGE,GREEN,2,3,YES,YES,YES,YES
3133,202,Eastern Metro,VIC,VILLAGE,GREEN,8,3,YES,YES,YES,YES
3134,202,Eastern Metro,VIC,VILLAGE,GREEN,4,2,YES,YES,YES,YES
3135,202,Eastern Metro,VIC,VILLAGE,GREEN,1,2,YES,YES,YES,YES
3136,202,Eastern Metro,VIC,VILLAGE,GREEN,15,2,YES,YES,YES,YES
3137,202,Eastern Metro,VIC,Do Not Service,RED,0,2,NO,NO,NO,NO
3138,202,Eastern Metro,VIC,VILLAGE,GREEN,5,1,YES,YES,YES,NO
3139,202,Eastern Metro,VIC,Do Not Service,RED,3,0,NO,NO,NO,NO
3140,202,Eastern Metro,VIC,VILLAGE,GREEN,5,1,YES,YES,YES,NO
3141,208,Southern Metro,VIC,VILLAGE,GREEN,4,0,YES,YES,YES,YES
3141,209,Western Metro,VIC,COMMUNITY,GREEN,4,0,YES,YES,YES,YES
3142,208,Southern Metro,VIC,VILLAGE,GREEN,3,2,YES,YES,YES,YES
3143,208,Southern Metro,VIC,VILLAGE,GREEN,2,2,YES,YES,YES,YES
3144,208,Southern Metro,VIC,VILLAGE,GREEN,2,2,YES,YES,YES,YES
3145,208,Southern Metro,VIC,VILLAGE,GREEN,5,2,YES,YES,YES,YES
3146,202,Eastern Metro,VIC,VILLAGE,GREEN,2,2,YES,YES,YES,YES
3146,208,Southern Metro,VIC,VILLAGE,GREEN,2,2,YES,YES,YES,YES
3147,202,Eastern Metro,VIC,VILLAGE,GREEN,3,3,YES,YES,YES,YES
3148,202,Eastern Metro,VIC,VILLAGE,GREEN,1,3,YES,YES,YES,YES
3149,202,Eastern Metro,VIC,VILLAGE,GREEN,8,3,YES,YES,YES,YES
3150,202,Eastern Metro,VIC,VILLAGE,GREEN,31,3,YES,YES,YES,YES
3151,202,Eastern Metro,VIC,VILLAGE,GREEN,5,3,YES,YES,YES,YES
3152,202,Eastern Metro,VIC,VILLAGE,GREEN,31,3,YES,YES,YES,YES
3153,202,Eastern Metro,VIC,VILLAGE,GREEN,3,3,YES,YES,YES,YES
3154,202,Eastern Metro,VIC,Do Not Service,RED,0,2,NO,NO,NO,NO
3155,202,Eastern Metro,VIC,VILLAGE,GREEN,7,3,YES,YES,YES,YES
3156,202,Eastern Metro,VIC,VILLAGE,GREEN,8,3,YES,YES,YES,YES
3156,208,Southern Metro,VIC,VILLAGE,GREEN,8,3,YES,YES,YES,YES
3158,202,Eastern Metro,VIC,Do Not Service,RED,0,3,NO,NO,NO,NO
3159,202,Eastern Metro,VIC,Do Not Service,RED,0,3,NO,NO,NO,NO
3160,202,Eastern Metro,VIC,Do Not Service,RED,1,3,NO,NO,NO,NO
3161,208,Southern Metro,VIC,VILLAGE,GREEN,0,3,YES,YES,YES,YES
3162,208,Southern Metro,VIC,VILLAGE,GREEN,4,2,YES,YES,YES,YES
3163,208,Southern Metro,VIC,VILLAGE,GREEN,5,3,YES,YES,YES,YES
3165,208,Southern Metro,VIC,VILLAGE,GREEN,7,3,YES,YES,YES,YES
3166,202,Eastern Metro,VIC,VILLAGE,GREEN,5,3,YES,YES,YES,YES
3167,202,Eastern Metro,VIC,VILLAGE,GREEN,2,3,YES,YES,YES,YES
3167,208,Southern Metro,VIC,VILLAGE,GREEN,2,3,YES,YES,YES,YES
3168,202,Eastern Metro,VIC,VILLAGE,GREEN,1,3,YES,YES,YES,YES
3169,208,Southern Metro,VIC,VILLAGE,GREEN,4,3,YES,YES,YES,YES
3170,202,Eastern Metro,VIC,VILLAGE,GREEN,7,3,YES,YES,YES,YES
3171,208,Southern Metro,VIC,VILLAGE,GREEN,5,3,YES,YES,YES,YES
3172,208,Southern Metro,VIC,VILLAGE,GREEN,1,3,YES,YES,YES,YES
3173,208,Southern Metro,VIC,VILLAGE,GREEN,5,3,YES,YES,YES,YES
3174,208,Southern Metro,VIC,VILLAGE,GREEN,5,3,YES,YES,YES,YES
3175,208,Southern Metro,VIC,VILLAGE,GREEN,15,3,YES,YES,YES,YES
3177,208,Southern Metro,VIC,VILLAGE,GREEN,3,3,YES,YES,YES,NO
3178,202,Eastern Metro,VIC,VILLAGE,GREEN,7,3,YES,YES,YES,YES
3179,202,Eastern Metro,VIC,VILLAGE,GREEN,3,3,YES,YES,YES,YES
3180,202,Eastern Metro,VIC,VILLAGE,GREEN,3,3,YES,YES,YES,YES
3181,208,Southern Metro,VIC,VILLAGE,GREEN,5,2,YES,YES,YES,YES
3182,208,Southern Metro,VIC,VILLAGE,GREEN,1,2,YES,YES,YES,YES
3183,208,Southern Metro,VIC,VILLAGE,GREEN,1,2,YES,YES,YES,YES
3184,208,Southern Metro,VIC,VILLAGE,GREEN,2,2,YES,YES,YES,YES
3185,208,Southern Metro,VIC,VILLAGE,GREEN,4,2,YES,YES,YES,YES
3186,208,Southern Metro,VIC,VILLAGE,GREEN,4,2,YES,YES,YES,YES
3187,208,Southern Metro,VIC,VILLAGE,GREEN,5,2,YES,YES,YES,YES
3188,208,Southern Metro,VIC,VILLAGE,GREEN,2,3,YES,YES,YES,YES
3189,208,Southern Metro,VIC,VILLAGE,GREEN,0,3,YES,YES,YES,YES
3190,208,Southern Metro,VIC,VILLAGE,GREEN,1,3,YES,YES,YES,YES
3191,208,Southern Metro,VIC,VILLAGE,GREEN,0,3,YES,YES,YES,YES
3192,208,Southern Metro,VIC,VILLAGE,GREEN,4,3,YES,YES,YES,YES
3193,208,Southern Metro,VIC,VILLAGE,GREEN,1,3,YES,YES,YES,YES
3194,208,Southern Metro,VIC,VILLAGE,GREEN,1,3,YES,YES,YES,YES
3195,208,Southern Metro,VIC,VILLAGE,GREEN,7,3,YES,YES,YES,YES
3196,208,Southern Metro,VIC,VILLAGE,GREEN,5,3,YES,YES,YES,NO
3197,208,Southern Metro,VIC,VILLAGE,GREEN,20,3,YES,YES,YES,NO
3198,208,Southern Metro,VIC,VILLAGE,GREEN,10,2,YES,YES,YES,NO
3199,208,Southern Metro,VIC,VILLAGE,GREEN,7,2,YES,YES,YES,NO
3200,208,Southern Metro,VIC,VILLAGE,GREEN,0,2,YES,YES,YES,NO
3201,208,Southern Metro,VIC,VILLAGE,GREEN,4,3,YES,YES,YES,NO
3202,208,Southern Metro,VIC,VILLAGE,GREEN,0,3,YES,YES,YES,YES
3204,208,Southern Metro,VIC,VILLAGE,GREEN,5,3,YES,YES,YES,YES
3205,208,Southern Metro,VIC,VILLAGE,GREEN,1,3,YES,YES,YES,YES
3206,208,Southern Metro,VIC,VILLAGE,GREEN,2,2,YES,YES,YES,YES
3207,208,Southern Metro,VIC,VILLAGE,GREEN,4,1,YES,YES,YES,YES
3207,209,Western Metro,VIC,COMMUNITY,GREEN,4,1,YES,YES,YES,YES
3211,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3211,209,Western Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3212,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3213,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3213,204,Grampians,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3214,201,Barwon-South Western,VIC,VILLAGE,ORANGE,5,0,NO,NO,YES,NO
3215,201,Barwon-South Western,VIC,VILLAGE,ORANGE,2,0,NO,YES,YES,NO
3216,201,Barwon-South Western,VIC,VILLAGE,ORANGE,16,0,NO,YES,YES,NO
3217,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3218,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3218,204,Grampians,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3219,201,Barwon-South Western,VIC,VILLAGE,ORANGE,14,0,NO,NO,YES,NO
3220,201,Barwon-South Western,VIC,VILLAGE,ORANGE,0,2,YES,YES,YES,NO
3221,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3222,201,Barwon-South Western,VIC,Do Not Service,ORANGE,0,0,NO,NO,NO,NO
3223,201,Barwon-South Western,VIC,Do Not Service,RED,2,0,NO,NO,NO,NO
3224,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3225,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3226,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3227,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3228,201,Barwon-South Western,VIC,Do Not Service,RED,1,0,NO,NO,NO,NO
3230,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3231,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3232,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3233,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3234,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3235,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3236,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3237,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3238,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3239,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3240,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3241,201,Barwon-South Western,VIC,Do Not Service,RED,2,0,NO,NO,NO,NO
3242,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3243,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3249,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3250,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3251,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3254,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3260,201,Barwon-South Western,VIC,Do Not Service,RED,2,0,NO,NO,NO,NO
3264,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3265,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3266,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3267,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3268,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3269,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3270,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3271,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3271,204,Grampians,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3272,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3272,204,Grampians,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3273,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3274,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3275,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3276,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3277,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3278,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3279,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3280,201,Barwon-South Western,VIC,VILLAGE,GREEN,21,0,YES,YES,NO,NO
3281,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3282,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3283,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3284,201,Barwon-South Western,VIC,Do Not Service,RED,1,0,NO,NO,NO,NO
3285,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3286,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3287,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3289,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3292,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3293,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3293,204,Grampians,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3294,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3300,201,Barwon-South Western,VIC,Do Not Service,RED,1,0,NO,NO,NO,NO
3301,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3302,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3303,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3304,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3305,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3309,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3310,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3311,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3312,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3312,204,Grampians,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3314,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3315,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3317,201,Barwon-South Western,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3317,204,Grampians,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3318,204,Grampians,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
